"species","datasourceGUID","seedlotGUID","scarified","cs","ws","light","alternating","temperature","nseeds","ngerminated"
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",14,20,3
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",14,20,4
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",22,20,10
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",18,20,7
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",22,20,8
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",26,20,5
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",26,20,3
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",14,20,2
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",14,20,10
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",18,20,3
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",26,20,6
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",26,20,7
"Carex sempervirens","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","0E284EE2-52CC-73F1-0D45-B63EF353AC1B","0","1","0","1","1",6,20,0
"Carex sylvatica","95AA34D6-C313-358A-16B8-72008B1A4A52","2CED7827-E8BD-9A4F-F848-04C762AEB929","0","0","0","1","1",15,75,1
"Carex sylvatica","95AA34D6-C313-358A-16B8-72008B1A4A52","6F5BD5AE-2D5E-673E-D803-FBE8B644A4D4","0","0","0","1","1",15,75,2
"Carex sylvatica","95AA34D6-C313-358A-16B8-72008B1A4A52","6F5BD5AE-2D5E-673E-D803-FBE8B644A4D4","0","1","0","1","1",15,75,43
"Carex sylvatica","95AA34D6-C313-358A-16B8-72008B1A4A52","627B4917-FF23-9453-B840-8DFC59E367E5","0","1","0","1","1",15,75,38
"Carex sylvatica","95AA34D6-C313-358A-16B8-72008B1A4A52","BF44EA5A-2A34-A471-7C58-2859C964B56A","0","0","0","1","1",15,75,3
"Carex sylvatica","95AA34D6-C313-358A-16B8-72008B1A4A52","F4649862-901C-6BC0-FAA5-6B300531AD46","0","0","0","1","1",15,75,0
"Carex sylvatica","95AA34D6-C313-358A-16B8-72008B1A4A52","2CED7827-E8BD-9A4F-F848-04C762AEB929","0","1","0","1","1",15,75,65
"Carex sylvatica","95AA34D6-C313-358A-16B8-72008B1A4A52","BF44EA5A-2A34-A471-7C58-2859C964B56A","0","1","0","1","1",15,75,72
"Carex sylvatica","95AA34D6-C313-358A-16B8-72008B1A4A52","627B4917-FF23-9453-B840-8DFC59E367E5","0","0","0","1","1",15,75,0
"Carex sylvatica","95AA34D6-C313-358A-16B8-72008B1A4A52","F4649862-901C-6BC0-FAA5-6B300531AD46","0","1","0","1","1",15,75,61
"Carlina vulgaris","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","456B59BC-971F-F59A-8B7A-B00475EAADA7","0","0","0","1","0",10,20,4
"Carlina vulgaris","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3252BA59-5E3E-7881-E7C3-250DA467794D","0","0","0","1","0",26,20,15
"Carlina vulgaris","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","A08A000A-72E6-074F-B444-E5D656B7B3DE","0","0","0","1","0",10,10,8
"Carlina vulgaris","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3252BA59-5E3E-7881-E7C3-250DA467794D","0","0","0","1","0",25,20,18
"Carlina vulgaris","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","A08A000A-72E6-074F-B444-E5D656B7B3DE","0","0","0","1","0",25,8,7
"Carlina vulgaris","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","456B59BC-971F-F59A-8B7A-B00475EAADA7","0","0","0","1","0",15,20,18
"Carlina vulgaris","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","A08A000A-72E6-074F-B444-E5D656B7B3DE","0","0","0","1","0",15,10,9
"Carpesium cernuum","C4AD41A9-43D4-A8DC-94E2-288E167E9C46","BA3DD28A-D026-2401-31BE-611CAEB189A4","0","0","0","0","0",6,50,43
"Carpesium cernuum","C4AD41A9-43D4-A8DC-94E2-288E167E9C46","BA3DD28A-D026-2401-31BE-611CAEB189A4","0","0","0","1","1",14.66666667,50,18
"Carpesium cernuum","C4AD41A9-43D4-A8DC-94E2-288E167E9C46","BA3DD28A-D026-2401-31BE-611CAEB189A4","0","0","0","1","0",20,50,31
"Carthamus lanatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","96786298-E888-95A3-3474-1DF0BAD969F4","0","0","0","1","0",15,10,4
"Carthamus lanatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","96786298-E888-95A3-3474-1DF0BAD969F4","0","0","0","1","0",25,10,10
"Centaurea calcitrapa","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","BFD02CBF-BD8F-198C-ABD3-90FF1E1D26DF","0","0","0","1","0",15,17,15
"Centaurea calcitrapa","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","BFD02CBF-BD8F-198C-ABD3-90FF1E1D26DF","0","0","0","1","0",25,15,11
"Centaurea calcitrapa","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","BFD02CBF-BD8F-198C-ABD3-90FF1E1D26DF","0","0","0","1","0",10,17,16
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",6,22,15
"Centaurea jacea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","07701EA3-9D8A-CE23-E7D5-621584A4CD7D","1","1","0","1","0",20,16,8
"Centaurea jacea","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","2F1FD899-A1F7-FD26-6BAC-9C07C20062F5","0","0","0","0","0",22,25,1
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",18,21,20
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",6,22,17
"Centaurea jacea","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","2F1FD899-A1F7-FD26-6BAC-9C07C20062F5","0","0","0","0","0",22,25,0
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",6,16,12
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",22,16,16
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",6,19,18
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",14,16,16
"Centaurea jacea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","07701EA3-9D8A-CE23-E7D5-621584A4CD7D","1","1","0","1","0",21,14,11
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",22,17,17
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",26,25,23
"Centaurea jacea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","07701EA3-9D8A-CE23-E7D5-621584A4CD7D","0","0","0","1","0",21,100,90
"Centaurea jacea","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","2F1FD899-A1F7-FD26-6BAC-9C07C20062F5","0","0","0","1","0",22,25,15
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",22,18,18
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",10,21,20
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",6,13,5
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",6,19,13
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",6,17,12
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",10,21,19
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",6,21,17
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",10,19,14
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",10,20,17
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",14,19,19
"Centaurea jacea","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","2F1FD899-A1F7-FD26-6BAC-9C07C20062F5","0","0","0","0","1",18,25,0
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",18,21,21
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",14,22,21
"Centaurea jacea","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","2F1FD899-A1F7-FD26-6BAC-9C07C20062F5","0","0","0","1","0",22,25,12
"Centaurea jacea","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","2F1FD899-A1F7-FD26-6BAC-9C07C20062F5","0","0","0","1","1",18,25,13
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",10,19,18
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",14,21,21
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",14,18,18
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",18,18,18
"Centaurea jacea","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","2F1FD899-A1F7-FD26-6BAC-9C07C20062F5","0","0","0","1","1",18,25,18
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",18,16,16
"Centaurea jacea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","07701EA3-9D8A-CE23-E7D5-621584A4CD7D","1","1","0","1","0",20,18,15
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",26,25,21
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",10,22,22
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",26,25,24
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",26,25,18
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",18,23,23
"Centaurea jacea","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","2F1FD899-A1F7-FD26-6BAC-9C07C20062F5","0","0","0","1","1",18,25,15
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",10,23,17
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",26,25,16
"Centaurea jacea","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","2F1FD899-A1F7-FD26-6BAC-9C07C20062F5","0","0","0","0","1",18,25,1
"Centaurea jacea","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","2F1FD899-A1F7-FD26-6BAC-9C07C20062F5","0","0","0","1","0",22,25,7
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",18,19,19
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",26,25,20
"Centaurea jacea","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","28CDB1B4-6921-C0AD-F828-2C68D3E8D7F0","0","0","0","1","1",22,24,24
"Centaurea nemoralis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9BA14FC2-8080-669C-172A-765D4CFC653E","0","0","0","1","1",16,20,17
"Centaurea nemoralis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9BA14FC2-8080-669C-172A-765D4CFC653E","0","0","0","1","1",16,15,12
"Centaurea nemoralis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9BA14FC2-8080-669C-172A-765D4CFC653E","0","0","0","1","1",15,20,19
"Centaurea nervosa","CE97EB3E-828B-3D89-DA70-76D3C87815BC","5ECF7E28-2C4B-22DD-0B57-627621B5B239","0","0","0","1","1",25,19,14
"Centaurea nervosa","CE97EB3E-828B-3D89-DA70-76D3C87815BC","5ECF7E28-2C4B-22DD-0B57-627621B5B239","0","0","0","1","0",25,25,10
"Centaurea nigra","62540DFB-67FE-81BB-4133-0259D6F40647","480E6A15-08D5-A86C-D700-BBA48BC94E62","0","0","0","1","1",9,92,62
"Centaurea nigra","62540DFB-67FE-81BB-4133-0259D6F40647","480E6A15-08D5-A86C-D700-BBA48BC94E62","0","0","0","1","1",25,82,51
"Centaurea nigra","62540DFB-67FE-81BB-4133-0259D6F40647","480E6A15-08D5-A86C-D700-BBA48BC94E62","0","0","0","1","1",17,96,77
"Centaurea nigra","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","5AEB0B55-71C0-0AE9-7BCD-641391A3EE1F","0","0","0","1","1",15,10,7
"Centaurea nigra","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","5AEB0B55-71C0-0AE9-7BCD-641391A3EE1F","0","0","0","1","0",15,10,7
"Centaurea nigra","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","4271FADE-693B-A112-872B-CD551CE5ADDF","0","0","0","1","1",15,18,18
"Centaurea nigra","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","5AEB0B55-71C0-0AE9-7BCD-641391A3EE1F","0","0","0","1","0",20,10,7
"Centaurea nigra","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","4271FADE-693B-A112-872B-CD551CE5ADDF","0","0","0","1","0",15,17,5
"Centaurea nigra","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","4271FADE-693B-A112-872B-CD551CE5ADDF","0","0","0","1","0",20,19,12
"Centaurea nigra","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D19E8E66-88F4-3694-0034-5CB693A5209B","0","0","0","1","0",20,20,20
"Centaurea nigra","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D19E8E66-88F4-3694-0034-5CB693A5209B","0","0","0","1","0",21,50,47
"Centaurea nigra","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D19E8E66-88F4-3694-0034-5CB693A5209B","0","0","0","1","0",21,50,45
"Centaurea scabiosa","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","6B0C634B-78FD-E0C5-BB13-E72874B9AEA1","0","0","0","1","0",25,17,8
"Centaurea scabiosa","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","6B0C634B-78FD-E0C5-BB13-E72874B9AEA1","0","0","0","1","0",20,20,16
"Centaurea scabiosa","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","6B0C634B-78FD-E0C5-BB13-E72874B9AEA1","0","0","0","1","0",26,20,17
"Centaurea solstitialis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C1833E56-37BB-453C-A288-FA67C9704450","0","0","0","1","1",16,16,14
"Centaurea solstitialis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C1833E56-37BB-453C-A288-FA67C9704450","0","0","0","1","1",16,20,15
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C3CC440A-E642-D269-C983-20A1467DB1E5","0","0","0","1","0",16,50,50
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C3CC440A-E642-D269-C983-20A1467DB1E5","0","0","0","1","0",15,50,49
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","7E056870-1FCE-69F5-9973-6845A8CAEF98","0","0","0","1","0",15,50,50
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B49B3EA2-72FB-EF7B-D9F6-A019A526F481","0","0","0","1","0",16,50,50
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","F924FB0B-9169-E9BA-141C-1F5653C48F3D","0","0","0","1","0",20,50,49
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","2FD7CD16-72DE-0124-3810-59E2F67F38F5","0","0","0","1","1",15,19,18
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D70D50FA-FE83-B2A2-54D9-C28646551B61","0","0","0","1","0",25,20,17
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","7E056870-1FCE-69F5-9973-6845A8CAEF98","0","0","0","1","0",16,50,50
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","2FD7CD16-72DE-0124-3810-59E2F67F38F5","0","0","0","1","0",15,17,15
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","2FD7CD16-72DE-0124-3810-59E2F67F38F5","0","0","0","1","0",20,20,19
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","F924FB0B-9169-E9BA-141C-1F5653C48F3D","0","0","0","1","0",15,47,43
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D70D50FA-FE83-B2A2-54D9-C28646551B61","0","0","0","1","0",20,20,20
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D70D50FA-FE83-B2A2-54D9-C28646551B61","0","0","0","1","0",15,20,16
"Centaurium erythraea","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B49B3EA2-72FB-EF7B-D9F6-A019A526F481","0","0","0","1","0",15,50,48
"Centaurium tenuiflorum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B8563C01-D540-FE91-4A60-9BFD380D3B6A","0","0","0","1","0",16,46,44
"Centaurium tenuiflorum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B8563C01-D540-FE91-4A60-9BFD380D3B6A","0","0","0","1","0",15,49,49
"Centaurium tenuiflorum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B2198A1A-6551-E32F-D046-26CCC83D6A00","0","0","0","1","0",15,49,47
"Centaurium tenuiflorum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B2198A1A-6551-E32F-D046-26CCC83D6A00","0","0","0","1","0",16,50,49
"Centaurium tenuiflorum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D0091450-C499-A48C-92E1-232E089035BA","0","1","0","1","0",20,19,15
"Centaurium tenuiflorum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D0091450-C499-A48C-92E1-232E089035BA","0","1","0","1","0",21,20,20
"Cerastium alpinum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","604AC05F-EC82-9DEC-403A-D684E5CBBEBC","0","0","0","1","0",15,20,20
"Cerastium alpinum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","604AC05F-EC82-9DEC-403A-D684E5CBBEBC","0","0","0","1","0",20,19,19
"Cerastium arvense","CE97EB3E-828B-3D89-DA70-76D3C87815BC","8D15A98E-4066-2FCA-8142-2E4CA8FBFEAF","0","0","0","1","0",20,27,18
"Cerastium arvense","CE97EB3E-828B-3D89-DA70-76D3C87815BC","8D15A98E-4066-2FCA-8142-2E4CA8FBFEAF","0","0","0","1","1",20,27,21
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",22,9,8
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",6,9,7
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",26,7,3
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",14,10,9
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",22,10,6
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",18,8,7
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",10,10,9
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",26,8,4
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",18,9,8
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",22,10,9
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",22,9,5
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",26,8,1
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",10,9,8
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",14,8,8
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",6,9,8
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",18,8,8
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",18,6,6
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",10,10,10
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",6,12,12
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",10,9,9
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",6,10,8
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",26,10,4
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",22,9,6
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",6,8,8
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",26,8,2
"Cerastium arvense","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","DCCEDB87-E13A-5E5C-60DB-FD34D7FB00B1","0","0","0","1","1",14,10,10
"Cerastium brachypetalum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","5B8CB6DF-C4ED-43A5-CC27-CDD880695E51","0","0","0","1","1",13.33333333,20,18
"Cerastium brachypetalum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","6E158DF2-9A94-7821-69E0-2D356F827442","0","0","0","1","1",13.33333333,20,18
"Cerastium brachypetalum","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","5B8CB6DF-C4ED-43A5-CC27-CDD880695E51","0","0","0","1","0",10,20,16
