"species","datasourceGUID","seedlotGUID","scarified","cs","ws","light","alternating","temperature","nseeds","ngerminated"
"Juncus acutiflorus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","06D98EE9-998F-E2D4-73DD-1A069C618556","0","0","0","1","0",20,20,4
"Juncus acutiflorus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","09BF007E-5EB2-EE09-8FB2-93D7AB186B87","0","0","0","1","1",25,50,47
"Juncus acutiflorus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","06D98EE9-998F-E2D4-73DD-1A069C618556","0","0","0","1","1",15,20,18
"Juncus acutiflorus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","09BF007E-5EB2-EE09-8FB2-93D7AB186B87","0","0","0","1","1",26,50,45
"Juncus acutiflorus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","06D98EE9-998F-E2D4-73DD-1A069C618556","0","0","0","1","0",15,18,2
"Juncus acutiflorus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","06D98EE9-998F-E2D4-73DD-1A069C618556","0","0","0","1","1",25,20,20
"Juncus acutus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D22CDABA-DE97-B55F-F427-5CADF81AD834","0","0","0","1","0",26,50,50
"Juncus acutus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","35C4773D-AA39-91AD-91C1-3D541C0EE7FF","0","0","0","1","0",21,48,48
"Juncus acutus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","35C4773D-AA39-91AD-91C1-3D541C0EE7FF","0","0","0","1","0",20,50,48
"Juncus acutus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D22CDABA-DE97-B55F-F427-5CADF81AD834","0","0","0","1","0",25,49,49
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","336CC0DC-4F5F-400E-0F3C-97024D02954E","0","1","0","1","0",21,50,44
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","F35F46F6-5F74-D777-BA0B-44AC9BAA3CFA","0","1","0","1","0",21,100,100
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","336CC0DC-4F5F-400E-0F3C-97024D02954E","0","1","0","1","0",20,19,15
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","18D97D41-934C-3B0E-F63F-4B7E53A9059A","0","1","0","1","1",15,50,50
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","18D97D41-934C-3B0E-F63F-4B7E53A9059A","0","0","0","1","0",15,50,5
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","18D97D41-934C-3B0E-F63F-4B7E53A9059A","0","0","0","1","0",25,50,36
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","336CC0DC-4F5F-400E-0F3C-97024D02954E","0","1","0","1","0",20,20,18
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","F35F46F6-5F74-D777-BA0B-44AC9BAA3CFA","0","1","0","1","1",15,49,49
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","18D97D41-934C-3B0E-F63F-4B7E53A9059A","0","0","0","1","1",15,50,49
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","F35F46F6-5F74-D777-BA0B-44AC9BAA3CFA","0","1","0","1","1",16,50,50
"Juncus articulatus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","18D97D41-934C-3B0E-F63F-4B7E53A9059A","0","0","0","1","0",20,50,12
"Juncus balticus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","A11E15D1-935E-A6BE-4C11-7A64688C558B","0","0","0","1","0",25,20,20
"Juncus balticus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","A11E15D1-935E-A6BE-4C11-7A64688C558B","0","0","0","1","0",15,20,11
"Juncus balticus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","A11E15D1-935E-A6BE-4C11-7A64688C558B","0","0","0","1","0",20,20,17
"Juncus bufonius","BB2DAFE8-FB4C-05D7-587F-384F57CCCD96","D33C08A8-60B5-FAF6-3C68-20FBA292AAEE","0","0","0","1","1",20,50,17
"Juncus bufonius","BB2DAFE8-FB4C-05D7-587F-384F57CCCD96","D33C08A8-60B5-FAF6-3C68-20FBA292AAEE","0","0","0","1","0",15,50,49
"Juncus bufonius","BB2DAFE8-FB4C-05D7-587F-384F57CCCD96","D33C08A8-60B5-FAF6-3C68-20FBA292AAEE","0","0","0","1","1",15,50,48
"Juncus bufonius","BB2DAFE8-FB4C-05D7-587F-384F57CCCD96","D33C08A8-60B5-FAF6-3C68-20FBA292AAEE","0","0","0","1","1",10,50,35
"Juncus bufonius","BB2DAFE8-FB4C-05D7-587F-384F57CCCD96","D33C08A8-60B5-FAF6-3C68-20FBA292AAEE","0","0","0","1","0",10,50,34
"Juncus bufonius","BB2DAFE8-FB4C-05D7-587F-384F57CCCD96","D33C08A8-60B5-FAF6-3C68-20FBA292AAEE","0","0","0","1","0",20,50,33
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","1",18,21,16
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","1",18,20,20
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","0",22,22,11
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","0",22,21,4
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","1",18,23,18
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","1",18,21,19
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","0",22,25,5
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","0",22,21,9
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","0",22,23,6
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","1",18,22,22
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","0",22,22,9
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","0",22,19,0
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","1",18,25,0
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","0",22,22,5
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","1",18,21,18
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","0",22,25,0
"Juncus bufonius","6BE4D362-8351-E596-0832-967328B53BA9","41E80A4A-4986-00FA-3BB1-24644C425FD8","0","0","0","1","1",18,24,21
"Juncus bulbosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","AE7240D9-E702-CE07-08BA-18EA64141180","0","0","0","1","1",16,20,16
"Juncus bulbosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","AE7240D9-E702-CE07-08BA-18EA64141180","0","0","0","1","1",15,20,19
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","67AE888A-3856-910A-7D39-4AA774360FC8","0","0","0","1","1",25,10,3
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","67AE888A-3856-910A-7D39-4AA774360FC8","0","0","0","1","0",25,10,2
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","CDD2A322-D691-FED9-4F0D-D3F3AE6CE913","0","0","0","1","0",15,10,10
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","CDD2A322-D691-FED9-4F0D-D3F3AE6CE913","1","0","0","1","0",21,50,46
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","67AE888A-3856-910A-7D39-4AA774360FC8","0","0","0","1","1",15,10,2
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","CDD2A322-D691-FED9-4F0D-D3F3AE6CE913","0","0","0","1","0",20,10,7
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","722E4C2C-C5D7-AE00-C2D7-1922148E9C4C","0","0","0","1","0",15,10,9
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","67AE888A-3856-910A-7D39-4AA774360FC8","0","0","0","1","0",21,24,12
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","722E4C2C-C5D7-AE00-C2D7-1922148E9C4C","0","0","0","1","0",20,10,10
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","CDD2A322-D691-FED9-4F0D-D3F3AE6CE913","0","0","0","1","0",25,10,6
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","67AE888A-3856-910A-7D39-4AA774360FC8","0","0","0","1","0",15,10,10
"Juncus castaneus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","722E4C2C-C5D7-AE00-C2D7-1922148E9C4C","0","0","0","1","0",25,8,7
"Juncus compressus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","DBB0D151-30A1-9762-15F2-092001310398","0","0","0","1","1",21,20,20
"Juncus compressus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","DBB0D151-30A1-9762-15F2-092001310398","0","0","0","1","1",21,100,97
"Juncus compressus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","DBB0D151-30A1-9762-15F2-092001310398","0","0","0","1","1",18.33333333,20,19
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","1",21,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","1",18.5,30,23
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","1",19.5,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","1",18,30,6
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","1",19,30,22
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","1",17,30,27
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","0",21.5,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","1",20.5,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","0",22,30,6
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","1",18.5,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","1",19,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","1",16,30,27
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","0",22,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","1",19.5,30,22
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","1",17.5,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","1",16,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","0",21.5,30,9
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","1",20.5,30,20
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","1",17,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","1",20,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","0","1",18,30,0
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","1",20,30,14
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","1",21,30,15
"Juncus effusus","4DE712C2-8941-8389-518F-CF78DECF8DBB","863F2519-EF11-23CC-91F4-54076CD46609","0","0","0","1","1",17.5,30,24
"Juncus effusus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","CA71D73C-6081-FC87-4131-27F4ADC01A49","0","0","0","1","0",21,50,0
"Juncus effusus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","CA71D73C-6081-FC87-4131-27F4ADC01A49","0","0","0","1","1",25,47,43
"Juncus effusus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","CA71D73C-6081-FC87-4131-27F4ADC01A49","0","0","0","1","0",26,50,34
"Juncus effusus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","CA71D73C-6081-FC87-4131-27F4ADC01A49","0","0","0","1","0",16,50,0
"Juncus inflexus","6BE4D362-8351-E596-0832-967328B53BA9","BA3C6303-820A-2DA3-D504-02E01D8BDFA0","0","0","0","1","0",22,20,0
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","994F27C9-E984-A447-63E7-1A1736297067","0","0","0","1","0",15,50,0
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","994F27C9-E984-A447-63E7-1A1736297067","0","0","0","1","1",15,50,6
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3C0E74FF-6BCB-24DF-AD2B-9578B7646254","0","0","0","1","1",18.33333333,49,43
"Juncus inflexus","6BE4D362-8351-E596-0832-967328B53BA9","BA3C6303-820A-2DA3-D504-02E01D8BDFA0","0","0","0","1","0",22,17,15
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3C0E74FF-6BCB-24DF-AD2B-9578B7646254","0","0","0","1","0",21,50,6
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","994F27C9-E984-A447-63E7-1A1736297067","1","0","0","1","0",26,50,11
"Juncus inflexus","6BE4D362-8351-E596-0832-967328B53BA9","BA3C6303-820A-2DA3-D504-02E01D8BDFA0","0","0","0","1","0",22,20,20
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3C0E74FF-6BCB-24DF-AD2B-9578B7646254","0","0","0","1","1",16,48,36
"Juncus inflexus","6BE4D362-8351-E596-0832-967328B53BA9","BA3C6303-820A-2DA3-D504-02E01D8BDFA0","0","0","0","1","0",22,19,17
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","16E8D859-F867-F07A-DB11-DAA80E2D8B55","0","1","0","1","0",25,50,44
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","16E8D859-F867-F07A-DB11-DAA80E2D8B55","0","0","0","1","0",20,50,16
"Juncus inflexus","6BE4D362-8351-E596-0832-967328B53BA9","BA3C6303-820A-2DA3-D504-02E01D8BDFA0","0","0","0","1","1",18,20,0
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","994F27C9-E984-A447-63E7-1A1736297067","0","0","0","1","0",25,50,24
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","5384E3D6-0D0B-748B-4245-B4965D73F690","0","0","0","1","1",15,45,26
"Juncus inflexus","6BE4D362-8351-E596-0832-967328B53BA9","BA3C6303-820A-2DA3-D504-02E01D8BDFA0","0","0","0","1","1",18,18,18
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","994F27C9-E984-A447-63E7-1A1736297067","1","0","0","1","0",26,50,47
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","16E8D859-F867-F07A-DB11-DAA80E2D8B55","0","0","0","1","0",25,50,43
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","16E8D859-F867-F07A-DB11-DAA80E2D8B55","0","0","0","1","0",15,50,0
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","994F27C9-E984-A447-63E7-1A1736297067","1","0","0","1","1",26,50,36
"Juncus inflexus","6BE4D362-8351-E596-0832-967328B53BA9","BA3C6303-820A-2DA3-D504-02E01D8BDFA0","0","0","0","1","0",22,13,10
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3C0E74FF-6BCB-24DF-AD2B-9578B7646254","0","0","0","1","0",26,50,2
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3C0E74FF-6BCB-24DF-AD2B-9578B7646254","0","0","0","1","1",25,49,8
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","994F27C9-E984-A447-63E7-1A1736297067","0","0","0","1","0",20,50,43
"Juncus inflexus","6BE4D362-8351-E596-0832-967328B53BA9","BA3C6303-820A-2DA3-D504-02E01D8BDFA0","0","0","0","1","1",18,20,20
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3C0E74FF-6BCB-24DF-AD2B-9578B7646254","0","0","0","1","0",16,50,3
"Juncus inflexus","6BE4D362-8351-E596-0832-967328B53BA9","BA3C6303-820A-2DA3-D504-02E01D8BDFA0","0","0","0","1","0",22,18,15
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","5384E3D6-0D0B-748B-4245-B4965D73F690","0","0","0","1","1",16,50,25
"Juncus inflexus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3C0E74FF-6BCB-24DF-AD2B-9578B7646254","0","0","0","1","1",15,50,24
"Juncus maritimus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","99BEB8B1-E8FD-4CD5-3045-A86F2A0E8D34","1","0","0","1","1",15,48,48
"Juncus maritimus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","99BEB8B1-E8FD-4CD5-3045-A86F2A0E8D34","1","0","0","1","1",16,49,48
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","28B73763-C74F-D08B-9A0C-741DE4A5699F","0","0","0","1","1",15,20,14
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","759F2EA6-6DF9-C358-A87A-47433F78630D","0","0","0","1","0",16,49,45
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","6C52F11F-86ED-D612-3DF9-1D41CE375867","0","0","0","1","0",20,50,49
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","481A74D9-122A-8767-A2D5-E49ED35C11AA","0","0","0","1","1",15,50,49
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","6C52F11F-86ED-D612-3DF9-1D41CE375867","0","0","0","1","0",25,50,49
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","481A74D9-122A-8767-A2D5-E49ED35C11AA","0","0","0","1","1",16,50,50
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","28B73763-C74F-D08B-9A0C-741DE4A5699F","0","0","0","1","0",20,17,17
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","759F2EA6-6DF9-C358-A87A-47433F78630D","0","0","0","1","0",15,50,49
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","6C52F11F-86ED-D612-3DF9-1D41CE375867","0","0","0","1","0",15,50,33
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","6C52F11F-86ED-D612-3DF9-1D41CE375867","0","1","0","1","0",20,50,43
"Juncus squarrosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","28B73763-C74F-D08B-9A0C-741DE4A5699F","0","0","0","1","0",15,18,9
"Juncus subnodulosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","372D5B73-50CF-79FF-506A-1E363BA0497C","0","0","0","1","0",26,50,35
"Juncus subnodulosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","0B58F3A9-4CB8-7ED7-BDB2-2F47AA2F1DA0","0","0","0","1","0",20,50,30
"Juncus subnodulosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","0B58F3A9-4CB8-7ED7-BDB2-2F47AA2F1DA0","0","0","0","1","0",25,50,45
"Juncus subnodulosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","372D5B73-50CF-79FF-506A-1E363BA0497C","0","0","0","1","1",16,47,44
"Juncus subnodulosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","372D5B73-50CF-79FF-506A-1E363BA0497C","0","0","0","1","0",21,50,32
"Juncus subnodulosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","372D5B73-50CF-79FF-506A-1E363BA0497C","0","0","0","1","1",26,47,40
"Juncus subnodulosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","372D5B73-50CF-79FF-506A-1E363BA0497C","0","0","0","1","0",16,50,39
"Juncus subnodulosus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","0B58F3A9-4CB8-7ED7-BDB2-2F47AA2F1DA0","0","0","0","1","0",15,50,0
"Oreojuncus trifidus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","AA53CA9E-95F0-4623-9E50-5A61721E0393","0","0","0","1","1",8.333333333,20,20
"Oreojuncus trifidus","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","AA53CA9E-95F0-4623-9E50-5A61721E0393","0","0","0","1","0",10,20,7
"Juncus triglumis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","DA96EFCA-F4FD-428A-E31F-67D331AB891F","0","0","0","1","0",21,100,100
"Juncus triglumis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","DA96EFCA-F4FD-428A-E31F-67D331AB891F","0","0","0","1","0",21,20,15
"Juncus triglumis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","DA96EFCA-F4FD-428A-E31F-67D331AB891F","0","0","0","1","0",21,20,19
"Juncus triglumis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","DA96EFCA-F4FD-428A-E31F-67D331AB891F","0","0","0","1","0",20,20,20
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","1","1",17,20,20
"Jurinea humilis","1C0DEC64-3599-7EDD-4F38-12461B0E66DA","2187EE4E-A694-2D24-C535-228C16C29507","0","1","0","1","1",17,65,26
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","1","1",25,21,2
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","1","0","1","1",25,17,3
"Jurinea humilis","1C0DEC64-3599-7EDD-4F38-12461B0E66DA","2187EE4E-A694-2D24-C535-228C16C29507","0","0","0","1","1",17,88,82
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","1","1",9,24,19
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","1","1",9,23,17
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","0","0",3,12,1
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","0","0",3,18,1
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","1","1",17,21,19
"Jurinea humilis","1C0DEC64-3599-7EDD-4F38-12461B0E66DA","2187EE4E-A694-2D24-C535-228C16C29507","0","1","0","1","1",9,81,16
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","0","0",3,18,0
"Jurinea humilis","C20EBFEB-571B-E858-8229-0489C5865DB6","308E273E-F80F-E3C5-57C7-1A4B2E6DDC0F","0","0","0","1","0",10,100,13
"Jurinea humilis","1C0DEC64-3599-7EDD-4F38-12461B0E66DA","2187EE4E-A694-2D24-C535-228C16C29507","0","0","0","1","1",25,71,6
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","1","0","1","1",25,20,5
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","1","1",25,18,2
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","1","0","1","1",9,21,4
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","0","0",3,23,0
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","0","0",3,21,1
"Jurinea humilis","C20EBFEB-571B-E858-8229-0489C5865DB6","FBDB8AFE-6A91-162D-CD81-55E30B1C5EF0","0","0","0","1","0",15,100,83
"Jurinea humilis","ACBF37B4-E121-6B4E-B39F-4362099BC087","95443068-E611-922A-98B1-F6A8CEE6B6F7","0","0","0","0","0",3,17,0
